id,Country,Date,Measure_L1,Measure_L2,Measure_L3
USA,United States of America,2020-03-16,Social distancing,Closure of educational institutions,Closure of primary and secondary schools
USA,United States of America,2020-03-16,Social distancing,Indoor gathering restriction,Cultural places and events
USA,United States of America,2020-03-17,Resource allocation,Crisis management plans,Develop all-of-society and business continuity plans
USA,United States of America,2020-03-17,Contact tracing,Quarantine,Incomings from high-risk areas
USA,United States of America,2020-03-17,Social distancing,Measures for special populations,Travellers coming from outside state/country
USA,United States of America,2020-03-18,Social distancing,Indoor gathering restriction,Suspend indoor social and leisure activities
USA,United States of America,2020-03-18,Social distancing,Indoor gathering restriction,Closure of indoor sport facilities
USA,United States of America,2020-03-19,Social distancing,Indoor gathering restriction,Closure of restaurants/bars/cafes
USA,United States of America,2020-03-19,Public Healthcare,Increase patient capacity,Postponement of non-essential care and non-urgent operations in hospitals
USA,United States of America,2020-03-19,Public Healthcare,Increase patient capacity,Postponement of non-essential care and non-urgent operations in hospitals
USA,United States of America,2020-03-20,Social distancing,Closure of educational institutions,Closure of kindergartens
USA,United States of America,2020-03-20,Social distancing,Closure of educational institutions,Closure of primary and secondary schools
USA,United States of America,2020-03-21,Resource allocation,Crisis management plans,Develop all-of-society and business continuity plans
USA,United States of America,2020-03-24,Social distancing,Indoor gathering restriction,Closure of non-essential shops and/or businesses
USA,United States of America,2020-03-25,Contact tracing,Quarantine,Incoming travellers
USA,United States of America,2020-03-25,Social distancing,Indoor and outdoor gathering restriction,Unspecified
USA,United States of America,2020-03-26,Resource allocation,Measures to ensure security of supply,Develop distance learning tools and methods
USA,United States of America,2020-03-26,Resource allocation,Crisis management plans,"State aid, taxation and social security"
USA,United States of America,2020-03-28,Social distancing,Indoor gathering restriction,Closure of non-essential services
USA,United States of America,2020-03-28,Social distancing,Indoor and outdoor gathering restriction,Complete prohibition of gathering
USA,United States of America,2020-03-28,Risk communication,Educate and actively communicate with the public,Direct advice to vulnerable populations
USA,United States of America,2020-03-28,Risk communication,Actively communicate with managers,Guidelines for essential services and businesses
USA,United States of America,2020-03-28,Social distancing,Work safety protocols,Mandatory home office
USA,United States of America,2020-03-28,Travel restriction,Individual movement restrictions,Movements for non-essential†activities forbidden
USA,United States of America,2020-03-28,Travel restriction,Individual movement restrictions,Non-essential travels abroad/out-of-state forbidden
USA,United States of America,2020-03-28,Social distancing,Measures for special populations,People having outdoor activities
USA,United States of America,2020-03-28,Social distancing,Indoor and outdoor gathering restriction,Restriction on private and familial events
USA,United States of America,2020-03-28,Resource allocation,Police and army interventions,To support law enforcement/sanction in case of no compliance
USA,United States of America,2020-03-28,Contact tracing,Isolation of cases,
USA,United States of America,2020-03-31,Resource allocation,Crisis management plans,Develop all-of-society and business continuity plans
USA,United States of America,2020-04-02,Risk communication,Educate and actively communicate with the public,Inform and/or answer to questions
USA,United States of America,2020-04-06,Public Healthcare,Increase in medical supplies and equipment,Diverse medical materials and equipment
USA,United States of America,2020-04-06,Public Healthcare,Increase availability of PPE,Face masks
USA,United States of America,2020-04-06,Public Healthcare,Increase availability of PPE,PPE other than face masks
USA,United States of America,2020-04-09,Social distancing,Closure of educational institutions,Complete closure of all educational institutions
USA,United States of America,2020-04-09,Resource allocation,Crisis management plans,Repurpose government plans
USA,United States of America,2020-04-13,Public Healthcare,Increase isolation and quarantine facilities,Quarantine centers
USA,United States of America,2020-04-14,Social distancing,Special measures for certain establishments,Alcohol sellers
USA,United States of America,2020-04-20,Returning to normal life,Access to non-essential/critical healthcare services,Re-opening of medical and paramedical centers
USA,United States of America,2020-04-21,Resource allocation,Crisis management plans,Repurpose government plans
USA,United States of America,2020-04-23,Returning to normal life,Lift travel restriction,Lift maritime restriction
USA,United States of America,2020-04-24,Returning to normal life,Actively communicate with managers,Guidelines for educational institutions
USA,United States of America,2020-04-24,Returning to normal life,Actively communicate with managers,Guidelines for short-term accomodations
USA,United States of America,2020-04-24,Returning to normal life,Actively communicate with managers,Guidelines for sport and leisure activities
USA,United States of America,2020-04-24,Returning to normal life,Lift restriction on indoor gatherings,Resume private services
USA,United States of America,2020-05-04,Returning to normal life,Access to non-essential/critical healthcare services,Re-opening of medical and paramedical centers
USA,United States of America,2020-05-08,Returning to normal life,Lift restriction on indoor gatherings,Re-opening of certain shops and businesses
USA,United States of America,2020-05-08,Returning to normal life,Lift restriction on indoor gatherings,Re-opening of indoor sport facilities
USA,United States of America,2020-05-08,Returning to normal life,Lift restriction on indoor gatherings,Re-opening of restaurants/bars/cafes
USA,United States of America,2020-03-21,Social distancing,Indoor gathering restriction,Closure of non-essential shops and/or businesses
USA,United States of America,2020-03-21,Social distancing,Indoor and outdoor gathering restriction,Unspecified
USA,United States of America,2020-02-27,Resource allocation,Activate or establish emergency response,Risk management plan
USA,United States of America,2020-03-02,Public Healthcare,Enhance laboratory testing capacity,Increase laboratory facilities
USA,United States of America,2020-03-04,Resource allocation,Crisis management plans,Repurpose government plans
USA,United States of America,2020-03-11,Resource allocation,Activate or establish emergency response,Declare state of emergency
USA,United States of America,2020-03-11,Resource allocation,Crisis management plans,Financial aid for health system
USA,United States of America,2020-03-12,Resource allocation,Crisis management plans,Financial aid for health system
USA,United States of America,2020-03-16,Social distancing,Closure of educational institutions,Closure of kindergartens
USA,United States of America,2020-03-16,Social distancing,Closure of educational institutions,Closure of primary and secondary schools
USA,United States of America,2020-03-17,Social distancing,Indoor and outdoor gathering restriction,Unspecified
USA,United States of America,2020-03-19,Resource allocation,Crisis management plans,Administrative procedures facilitated
USA,United States of America,2020-03-19,Resource allocation,Crisis management plans,Develop all-of-society and business continuity plans
USA,United States of America,2020-03-19,Public Healthcare,Increase patient capacity,Postponement of non-essential care and non-urgent operations in hospitals
USA,United States of America,2020-03-19,Resource allocation,Police and army interventions,To support the population
USA,United States of America,2020-03-20,Resource allocation,Crisis management plans,"State aid, taxation and social security"
USA,United States of America,2020-03-20,Resource allocation,Crisis management plans,"State aid, taxation and social security"
USA,United States of America,2020-03-21,Public Healthcare,Increase availability of PPE,Face masks
USA,United States of America,2020-03-21,Public Healthcare,Increase availability of PPE,PPE other than face masks
USA,United States of America,2020-03-22,Risk communication,Educate and actively communicate with the public,Inform and/or answer to questions
USA,United States of America,2020-03-23,Contact tracing,Activate case notification,Covid-19 as a notifiable disease
USA,United States of America,2020-03-23,Public Healthcare,Increase healthcare workforce,Mobilization of domestic resources for health
USA,United States of America,2020-03-23,Contact tracing,Surveillance,Obligation of reporting data on COVID-19 patients
USA,United States of America,2020-03-23,Resource allocation,Activate or establish emergency response,Relaxation of data protection law
USA,United States of America,2020-03-24,Public Healthcare,Increase availability of PPE,Face masks
USA,United States of America,2020-03-24,Resource allocation,The government provide assistance to vulnerable populations,Funds to expand support and services for vulnerable populations
USA,United States of America,2020-03-24,Resource allocation,The government provide assistance to vulnerable populations,Funds to expand support and services for vulnerable populations
USA,United States of America,2020-03-24,Public Healthcare,Increase availability of PPE,PPE for healthcare professionals
USA,United States of America,2020-03-24,Resource allocation,Crisis management plans,"State aid, taxation and social security"
USA,United States of America,2020-03-25,Resource allocation,Crisis management plans,Financial aid for health system
USA,United States of America,2020-03-25,Public Healthcare,Increase healthcare workforce,Mobilization of domestic resources for health
USA,United States of America,2020-03-25,Public Healthcare,Adapt procedures for patient management,Simplification of the health journey
USA,United States of America,2020-03-25,Resource allocation,The government provide assistance to vulnerable populations,The government provides food assistance
USA,United States of America,2020-03-26,Public Healthcare,Adapt procedures for patient management,Case management
USA,United States of America,2020-03-26,Resource allocation,Measures to ensure security of supply,Ensure access to gas/electricity/water/telecommunications
USA,United States of America,2020-03-26,Social distancing,Measures for special populations,Measures to limit contact to the elderly
USA,United States of America,2020-03-26,Public Healthcare,Increase healthcare workforce,Mobilization of domestic resources for health
USA,United States of America,2020-03-27,Resource allocation,Measures to ensure security of supply,Develop distance learning tools and methods
USA,United States of America,2020-03-27,Resource allocation,Crisis management plans,"State aid, taxation and social security"
USA,United States of America,2020-03-28,Resource allocation,Crisis management plans,Repurpose government plans
USA,United States of America,2020-03-30,Risk communication,Educate and actively communicate with the public,Covid-19-appropriate behaviour campaign
USA,United States of America,2020-03-30,Resource allocation,Crisis management plans,"State aid, taxation and social security"
USA,United States of America,2020-03-30,Resource allocation,Crisis management plans,"State aid, taxation and social security"
USA,United States of America,2020-03-30,Travel restriction,National lockdown,Stay-at-home Order
USA,United States of America,2020-03-30,Resource allocation,The government provide assistance to vulnerable populations,The government provides food assistance
USA,United States of America,2020-03-31,Resource allocation,Crisis management plans,Develop all-of-society and business continuity plans
USA,United States of America,2020-04-01,Resource allocation,Crisis management plans,Repurpose government plans
USA,United States of America,2020-04-01,Resource allocation,Crisis management plans,"State aid, taxation and social security"
USA,United States of America,2020-04-01,Social distancing,Special measures for certain establishments,Veterinary clinics
USA,United States of America,2020-04-02,Risk communication,Educate and actively communicate with the public,Direct government communication
USA,United States of America,2020-04-02,Public Healthcare,Adapt procedures for patient management,Ease prescription of regular medical products for patients
USA,United States of America,2020-04-03,Resource allocation,Crisis management plans,Repurpose government plans
USA,United States of America,2020-04-04,Public Healthcare,Increase availability of PPE,Face masks
USA,United States of America,2020-04-04,Resource allocation,Crisis management plans,Repurpose government plans
USA,United States of America,2020-04-06,Resource allocation,Crisis management plans,Develop all-of-society and business continuity plans
USA,United States of America,2020-04-06,Resource allocation,Crisis management plans,"State aid, taxation and social security"
USA,United States of America,2020-04-07,Resource allocation,The government provide assistance to vulnerable populations,Funds to expand support and services for vulnerable populations
USA,United States of America,2020-04-07,Social distancing,Special measures for certain establishments,Grocery stores
USA,United States of America,2020-04-07,Contact tracing,Enhance detection system,Health evaluation of people before access to transports/institutions
USA,United States of America,2020-04-07,Contact tracing,Quarantine,Incoming travellers
USA,United States of America,2020-04-07,Resource allocation,Measures to ensure security of supply,Increase delivery capacity for food products
USA,United States of America,2020-04-07,Resource allocation,Measures to ensure security of supply,Increase delivery capacity for medical supplies
USA,United States of America,2020-04-07,Public Healthcare,Personal protective measures,Mandatory use of PPE
USA,United States of America,2020-04-07,Social distancing,Measures for special populations,Measures to protect residents in nursing home
USA,United States of America,2020-04-07,Contact tracing,Isolation of cases,Must be implemented in long-term care facilities
USA,United States of America,2020-04-07,Contact tracing,Surveillance,Obligation of reporting data on COVID-19 patients
USA,United States of America,2020-04-07,Contact tracing,Surveillance,Obligation of reporting data on COVID-19 patients
USA,United States of America,2020-04-08,Resource allocation,Measures to ensure security of supply,Develop distance learning tools and methods
USA,United States of America,2020-04-08,Resource allocation,The government provide assistance to vulnerable populations,The government provides food assistance
USA,United States of America,2020-04-09,Public Healthcare,Increase patient capacity,Emergency hospitals
USA,United States of America,2020-04-09,Public Healthcare,Increase healthcare workforce,Incentives for healthcare workers
USA,United States of America,2020-04-10,Social distancing,Special measures for certain establishments,Decongestion of administrative institutions
USA,United States of America,2020-04-10,Public Healthcare,Increase in medical supplies and equipment,Ventilators
USA,United States of America,2020-04-13,Resource allocation,Crisis management plans,Repurpose government plans
USA,United States of America,2020-04-14,Contact tracing,Enhance detection system,Targeted testing
USA,United States of America,2020-04-15,Resource allocation,Measures to ensure security of supply,Increase delivery capacity for food products
USA,United States of America,2020-04-17,Public Healthcare,Increase availability of PPE,Face masks
USA,United States of America,2020-04-21,Resource allocation,The government provide assistance to vulnerable populations,The government provides food assistance
USA,United States of America,2020-04-22,Returning to normal life,Access to non-essential/critical healthcare services,Re-opening of medical and paramedical centers
USA,United States of America,2020-04-22,Returning to normal life,Access to non-essential/critical healthcare services,Re-opening of medical and paramedical centers
USA,United States of America,2020-04-22,Resource allocation,The government provide assistance to vulnerable populations,The government provides food assistance
USA,United States of America,2020-04-27,Public Healthcare,Enhance laboratory testing capacity,Increase laboratory facilities
USA,United States of America,2020-05-04,Returning to normal life,Lift restriction on indoor gatherings,Re-opening of certain shops and businesses
USA,United States of America,2020-03-19,Social distancing,Indoor gathering restriction,Closure of indoor sport facilities
USA,United States of America,2020-03-19,Social distancing,Indoor gathering restriction,Closure of restaurants/bars/cafes
USA,United States of America,2020-03-19,Social distancing,Indoor gathering restriction,Closure of restaurants/bars/cafes
USA,United States of America,2020-03-19,Social distancing,Indoor gathering restriction,Cultural places and events
USA,United States of America,2020-02-27,Risk communication,Educate and actively communicate with the public,Inform and/or answer to questions
USA,United States of America,2020-03-04,Resource allocation,Activate or establish emergency response,Declare state of emergency
USA,United States of America,2020-03-11,Social distancing,Indoor and outdoor gathering restriction,Unspecified
USA,United States of America,2020-03-11,Risk communication,Educate and actively communicate with the public,Promote social distancing measures
USA,United States of America,2020-03-16,Risk communication,Educate and actively communicate with the public,Encourage hand hygiene
USA,United States of America,2020-03-16,Risk communication,Educate and actively communicate with the public,Encourage stay at home
USA,United States of America,2020-03-16,Risk communication,Educate and actively communicate with the public,Respiratory etiquette
USA,United States of America,2020-03-16,Resource allocation,Crisis management plans,"State aid, taxation and social security"
USA,United States of America,2020-03-17,Resource allocation,Crisis management plans,Financial aid for health system
USA,United States of America,2020-03-17,Resource allocation,Police and army interventions,To support the population
USA,United States of America,2020-03-18,Resource allocation,The government provide assistance to vulnerable populations,Funds to expand support and services for vulnerable populations
USA,United States of America,2020-03-18,Risk communication,Educate and actively communicate with the public,Inform and/or answer to questions
USA,United States of America,2020-03-19,Public Healthcare,Adapt procedures for patient management,Implement triage procedures
USA,United States of America,2020-03-19,Public Healthcare,Increase availability of PPE,PPE for healthcare professionals
USA,United States of America,2020-03-19,Travel restriction,National lockdown,Stay-at-home Order
USA,United States of America,2020-03-20,Risk communication,Educate and actively communicate with the public,Foster community assistance
USA,United States of America,2020-03-20,Social distancing,Indoor gathering restriction,Measures for elections
USA,United States of America,2020-03-21,Public Healthcare,Adapt procedures for patient management,Case management
USA,United States of America,2020-03-21,Public Healthcare,Increase in medical supplies and equipment,Diverse medical materials and equipment
USA,United States of America,2020-03-21,Public Healthcare,Increase availability of PPE,Face masks
USA,United States of America,2020-03-21,Resource allocation,Crisis management plans,Financial aid for health system
USA,United States of America,2020-03-21,Social distancing,Measures for special populations,Measures to limit contact to long-term care facilities
USA,United States of America,2020-03-21,Public Healthcare,Increase availability of PPE,PPE other than face masks
USA,United States of America,2020-03-21,Social distancing,Special measures for certain establishments,Prisons and youth detention centers
USA,United States of America,2020-03-22,Resource allocation,Crisis management plans,Repurpose government plans
USA,United States of America,2020-03-25,Social distancing,Special measures for certain establishments,Decongestion of administrative institutions
USA,United States of America,2020-03-25,Social distancing,Special measures for certain establishments,Prisons and youth detention centers
USA,United States of America,2020-03-25,Resource allocation,Crisis management plans,"State aid, taxation and social security"
USA,United States of America,2020-03-27,Social distancing,Special measures for certain establishments,Decongestion of administrative institutions
USA,United States of America,2020-03-27,Resource allocation,Crisis management plans,"State aid, taxation and social security"
USA,United States of America,2020-03-27,Resource allocation,Crisis management plans,"State aid, taxation and social security"
USA,United States of America,2020-03-28,Public Healthcare,Increase availability of PPE,Hand sanitizers
USA,United States of America,2020-03-28,Public Healthcare,Increase availability of PPE,PPE for healthcare professionals
USA,United States of America,2020-03-28,Public Healthcare,Increase in medical supplies and equipment,Ventilators
USA,United States of America,2020-03-29,Risk communication,Educate and actively communicate with the public,Covid-19-appropriate behaviour campaign
USA,United States of America,2020-03-30,Public Healthcare,Increase patient capacity,Beds
USA,United States of America,2020-03-30,Resource allocation,Crisis management plans,Develop all-of-society and business continuity plans
USA,United States of America,2020-03-30,Social distancing,Measures for special populations,Measures to protect most exposed professionals (not healthcare)
USA,United States of America,2020-03-30,Public Healthcare,Increase healthcare workforce,Mobilization of domestic resources for health
USA,United States of America,2020-03-31,Risk communication,Educate and actively communicate with the public,Communication targets protection of vulnerable populations
USA,United States of America,2020-03-31,Risk communication,Educate and actively communicate with the public,Encourage stay at home
USA,United States of America,2020-03-31,Risk communication,Educate and actively communicate with the public,Inform and/or answer to questions
USA,United States of America,2020-04-01,Resource allocation,Measures to ensure security of supply,Develop distance learning tools and methods
USA,United States of America,2020-04-01,Resource allocation,Measures to ensure security of supply,Develop distance learning tools and methods
USA,United States of America,2020-04-01,Resource allocation,Crisis management plans,Financial aid for health system
USA,United States of America,2020-04-02,Resource allocation,Crisis management plans,Develop all-of-society and business continuity plans
USA,United States of America,2020-04-02,Resource allocation,Crisis management plans,Develop all-of-society and business continuity plans
USA,United States of America,2020-04-02,Resource allocation,Measures to ensure security of supply,Ensure access to gas/electricity/water/telecommunications
USA,United States of America,2020-04-03,Resource allocation,Measures to ensure security of supply,Fixing price for medical supplies
USA,United States of America,2020-04-03,Resource allocation,Measures to ensure security of supply,Fixing price for necessity goods
USA,United States of America,2020-04-03,Public Healthcare,Adapt procedures for patient management,Simplification of the health journey
USA,United States of America,2020-04-03,Resource allocation,The government provide assistance to vulnerable populations,The government provides accommodations
USA,United States of America,2020-04-04,Public Healthcare,Increase in medical supplies and equipment,Secure necessary medical equipment stocks and distribution
USA,United States of America,2020-04-04,Resource allocation,Crisis management plans,"State aid, taxation and social security"
USA,United States of America,2020-04-06,Public Healthcare,Increase patient capacity,Beds
USA,United States of America,2020-04-06,Public Healthcare,Increase in medical supplies and equipment,Ventilators
USA,United States of America,2020-04-07,Resource allocation,Measures to ensure security of supply,Fixing price for medical supplies
USA,United States of America,2020-04-07,Resource allocation,The government provide assistance to vulnerable populations,Implement community support
USA,United States of America,2020-04-09,Public Healthcare,Increase healthcare workforce,Incentives for healthcare workers
USA,United States of America,2020-04-09,Public Healthcare,Increase healthcare workforce,Incentives for healthcare workers
USA,United States of America,2020-04-09,Social distancing,Indoor gathering restriction,Measures for elections
USA,United States of America,2020-04-09,Resource allocation,Crisis management plans,"State aid, taxation and social security"
USA,United States of America,2020-04-10,Resource allocation,Crisis management plans,"State aid, taxation and social security"
USA,United States of America,2020-04-10,Public Healthcare,Increase healthcare workforce,Train medical staff especially for covid-19
USA,United States of America,2020-04-13,Resource allocation,The government provide assistance to vulnerable populations,Funds to expand support and services for vulnerable populations
USA,United States of America,2020-04-14,Social distancing,Special measures for certain establishments,Decongestion of administrative institutions
USA,United States of America,2020-04-16,Resource allocation,Crisis management plans,Administrative procedures facilitated
USA,United States of America,2020-04-16,Resource allocation,Crisis management plans,"State aid, taxation and social security"
USA,United States of America,2020-04-17,Resource allocation,Crisis management plans,Administrative procedures facilitated
USA,United States of America,2020-04-17,Resource allocation,Activate or establish emergency response,Risk management plan
USA,United States of America,2020-04-21,Risk communication,Educate and actively communicate with the public,Foster community assistance
USA,United States of America,2020-04-22,Returning to normal life,Access to non-essential/critical healthcare services,Re-opening of medical and paramedical centers
USA,United States of America,2020-04-23,Resource allocation,Crisis management plans,Administrative procedures facilitated
USA,United States of America,2020-04-23,Resource allocation,Measures to ensure security of supply,Develop distance learning tools and methods
USA,United States of America,2020-04-23,Public Healthcare,Adapt procedures for patient management,Ease prescription of regular medical products for patients
USA,United States of America,2020-04-23,Social distancing,Measures for special populations,Measures to protect most exposed professionals (not healthcare)
USA,United States of America,2020-04-23,Resource allocation,Crisis management plans,"State aid, taxation and social security"
USA,United States of America,2020-04-24,Resource allocation,The government provide assistance to vulnerable populations,The government provides food assistance
USA,United States of America,2020-04-29,Resource allocation,Crisis management plans,Develop all-of-society and business continuity plans
USA,United States of America,2020-04-30,Social distancing,Special measures for certain establishments,Decongestion of administrative institutions
USA,United States of America,2020-04-30,Resource allocation,Crisis management plans,"State aid, taxation and social security"
USA,United States of America,2020-05-01,Social distancing,Special measures for certain establishments,Decongestion of administrative institutions
USA,United States of America,2020-05-01,Resource allocation,The government provide assistance to vulnerable populations,Ensure access to gas/electricity/water/telecommunications
USA,United States of America,2020-03-10,Resource allocation,Activate or establish emergency response,Declare state of emergency
USA,United States of America,2020-03-12,Social distancing,Measures for special populations,Measures to limit contact to hospital patients
USA,United States of America,2020-03-12,Social distancing,Measures for special populations,Measures to limit contact to long-term care facilities
USA,United States of America,2020-03-16,Social distancing,Indoor gathering restriction,Closure of restaurants/bars/cafes
USA,United States of America,2020-03-16,Social distancing,Indoor and outdoor gathering restriction,Cultural places and events
USA,United States of America,2020-03-18,Risk communication,Educate and actively communicate with the public,Foster community assistance
USA,United States of America,2020-03-19,Social distancing,Indoor and outdoor gathering restriction,Unspecified
USA,United States of America,2020-03-19,Resource allocation,Crisis management plans,"State aid, taxation and social security"
USA,United States of America,2020-03-23,Social distancing,Closure of educational institutions,Closure of kindergartens
USA,United States of America,2020-03-23,Social distancing,Outdoor gathering restriction,Closure of outdoor sport and leisure facilities
USA,United States of America,2020-03-23,Social distancing,Closure of educational institutions,Closure of primary and secondary schools
USA,United States of America,2020-03-23,Social distancing,Closure of educational institutions,Closure of universities
USA,United States of America,2020-03-23,Public Healthcare,Increase patient capacity,Postponement of non-essential care and non-urgent operations in hospitals
USA,United States of America,2020-03-25,Risk communication,Actively communicate with managers,Advice for specific workers and/or working places
USA,United States of America,2020-03-26,Resource allocation,Crisis management plans,Administrative procedures facilitated
USA,United States of America,2020-03-26,Social distancing,Indoor gathering restriction,Closure of non-essential shops and/or businesses
USA,United States of America,2020-03-26,Social distancing,Indoor gathering restriction,Closure of non-essential shops and/or businesses
USA,United States of America,2020-03-26,Social distancing,Special measures for certain establishments,Prisons and youth detention centers
USA,United States of America,2020-03-26,Travel restriction,National lockdown,Stay-at-home Order
USA,United States of America,2020-03-27,Resource allocation,Measures to ensure security of supply,Increase delivery capacity for medical supplies
USA,United States of America,2020-03-27,Resource allocation,Crisis management plans,"State aid, taxation and social security"
USA,United States of America,2020-03-29,Resource allocation,Crisis management plans,Administrative procedures facilitated
USA,United States of America,2020-03-29,Resource allocation,Crisis management plans,Repurpose government plans
USA,United States of America,2020-03-31,Resource allocation,Activate or establish emergency response,Exceptional change to work law
USA,United States of America,2020-04-01,Risk communication,Actively communicate with managers,Guidelines for work-safety protocols
USA,United States of America,2020-04-01,Travel restriction,Individual movement restrictions,Movements for non-essential†activities forbidden
USA,United States of America,2020-04-01,Public Healthcare,Adapt procedures for patient management,Simplification of the health journey
USA,United States of America,2020-04-03,Resource allocation,The government provide assistance to vulnerable populations,Funds to expand support and services for vulnerable populations
USA,United States of America,2020-04-03,Risk communication,Actively communicate with managers,Guidelines: general recommendations
USA,United States of America,2020-04-03,Risk communication,Educate and actively communicate with the public,Respiratory etiquette
USA,United States of America,2020-04-03,Resource allocation,Crisis management plans,"State aid, taxation and social security"
USA,United States of America,2020-04-03,Resource allocation,Crisis management plans,"State aid, taxation and social security"
USA,United States of America,2020-04-06,Resource allocation,Crisis management plans,Administrative procedures facilitated
USA,United States of America,2020-04-06,Resource allocation,Crisis management plans,"State aid, taxation and social security"
USA,United States of America,2020-04-06,Resource allocation,Crisis management plans,"State aid, taxation and social security"
USA,United States of America,2020-04-06,Resource allocation,Crisis management plans,"State aid, taxation and social security"
USA,United States of America,2020-04-08,Risk communication,Actively communicate with managers,Guidelines for religious celebrations
USA,United States of America,2020-04-10,Resource allocation,The government provide assistance to vulnerable populations,Funds to expand support and services for vulnerable populations
USA,United States of America,2020-04-10,Public Healthcare,Increase patient capacity,Increase number of medical institutions
USA,United States of America,2020-04-10,Risk communication,Educate and actively communicate with the public,Inform and/or answer to questions
USA,United States of America,2020-04-11,Social distancing,Special measures for certain establishments,Prisons and youth detention centers
USA,United States of America,2020-04-13,Risk communication,Actively communicate with managers,Encourage stakeholders to provide assistance to vulnerable populations
USA,United States of America,2020-04-13,Resource allocation,Activate or establish emergency response,Relaxation of data protection law
USA,United States of America,2020-04-13,Resource allocation,Police and army interventions,To collect data and samples for tests
USA,United States of America,2020-04-13,Resource allocation,Police and army interventions,To support the population
USA,United States of America,2020-04-14,Resource allocation,Crisis management plans,"State aid, taxation and social security"
USA,United States of America,2020-04-15,Public Healthcare,Increase healthcare workforce,Mobilization of domestic resources for health
USA,United States of America,2020-04-15,Resource allocation,Activate or establish emergency response,Repurpose domestic forces
USA,United States of America,2020-04-17,Public Healthcare,Increase patient capacity,Increase number of medical institutions
USA,United States of America,2020-04-17,Public Healthcare,Increase isolation and quarantine facilities,Isolation centers
USA,United States of America,2020-04-17,Public Healthcare,Personal protective measures,Mandatory use of masks
USA,United States of America,2020-04-17,Social distancing,Measures for special populations,Measures to limit contact to long-term care facilities
USA,United States of America,2020-04-17,Resource allocation,Activate or establish emergency response,Relaxation of data protection law
USA,United States of America,2020-04-17,Contact tracing,Enhance detection system,Targeted testing
USA,United States of America,2020-04-17,Resource allocation,Police and army interventions,To collect data and samples for tests
USA,United States of America,2020-04-20,Resource allocation,Crisis management plans,"State aid, taxation and social security"
USA,United States of America,2020-04-22,Risk communication,Actively communicate with managers,Guidelines for work-safety protocols
USA,United States of America,2020-04-23,Resource allocation,Crisis management plans,Administrative procedures facilitated
USA,United States of America,2020-04-24,Public Healthcare,Enhance laboratory testing capacity,Increase testing capacity (number tests)
USA,United States of America,2020-04-24,Contact tracing,Enhance detection system,Targeted testing
USA,United States of America,2020-04-27,Returning to normal life,Phase out emergency management,Lift state of emergency
USA,United States of America,2020-04-27,Resource allocation,Activate or establish emergency response,Risk management plan
USA,United States of America,2020-04-29,Public Healthcare,Increase healthcare workforce,Train medical staff especially for covid-19
USA,United States of America,2020-04-30,Resource allocation,Crisis management plans,Financial aid for health system
USA,United States of America,2020-04-30,Public Healthcare,Adapt procedures for patient management,Simplification of the health journey
USA,United States of America,2020-05-01,Social distancing,Indoor gathering restriction,Closure of indoor sport facilities
USA,United States of America,2020-05-01,Social distancing,Closure of educational institutions,Closure of universities
USA,United States of America,2020-05-01,Risk communication,Educate and actively communicate with the public,Direct advice to vulnerable populations
USA,United States of America,2020-05-01,Returning to normal life,Lift restriction on indoor and outdoor gatherings,Unspecified
USA,United States of America,2020-05-01,Returning to normal life,Lift restriction on indoor gatherings,Re-opening of certain shops and businesses
USA,United States of America,2020-05-01,Returning to normal life,Access to non-essential/critical healthcare services,Re-opening of medical and paramedical centers
USA,United States of America,2020-05-01,Resource allocation,Crisis management plans,Repurpose government plans
USA,United States of America,2020-05-01,Returning to normal life,Lift restriction on indoor gatherings,Resume private services
USA,United States of America,2020-05-01,Resource allocation,Activate or establish emergency response,Risk management plan
USA,United States of America,2020-05-04,Risk communication,Actively communicate with managers,Promote workplace safety measures
USA,United States of America,2020-05-04,Returning to normal life,Lift restriction on indoor and outdoor gatherings,Resume business activities
USA,United States of America,2020-03-10,Resource allocation,Activate or establish emergency response,Declare state of emergency
USA,United States of America,2020-03-12,Resource allocation,Crisis management plans,Administrative procedures facilitated
USA,United States of America,2020-03-12,Social distancing,Indoor and outdoor gathering restriction,Unspecified
USA,United States of America,2020-03-12,Social distancing,Measures for special populations,Measures to limit contact to long-term care facilities
USA,United States of America,2020-03-14,Public Healthcare,Personal protective measures,Enhance hand hygiene
USA,United States of America,2020-03-15,Social distancing,Measures for special populations,Measures to limit contact to long-term care facilities
USA,United States of America,2020-03-16,Social distancing,Indoor gathering restriction,Closure of indoor sport facilities
USA,United States of America,2020-03-16,Social distancing,Indoor gathering restriction,Closure of non-essential shops and/or businesses
USA,United States of America,2020-03-16,Social distancing,Indoor gathering restriction,Closure of restaurants/bars/cafes
USA,United States of America,2020-03-16,Social distancing,Indoor gathering restriction,Cultural places and events
USA,United States of America,2020-03-16,Social distancing,Indoor and outdoor gathering restriction,Unspecified
USA,United States of America,2020-03-17,Social distancing,Closure of educational institutions,Closure of kindergartens
USA,United States of America,2020-03-17,Social distancing,Closure of educational institutions,Closure of primary and secondary schools
USA,United States of America,2020-03-19,Social distancing,Indoor gathering restriction,Closure of non-essential shops and/or businesses
USA,United States of America,2020-03-19,Social distancing,Indoor gathering restriction,Closure of non-essential shops and/or businesses
USA,United States of America,2020-03-19,Social distancing,Outdoor gathering restriction,Closure of outdoor sport and leisure facilities
USA,United States of America,2020-03-19,Social distancing,Indoor gathering restriction,Measures for elections
